"","IDEN3","SERIE","CANSIS","GROUPE","PARCELLE","COMTE","Culture_1","COMMENTA","Duree_1","Duree_1b","Culture_2","Duree_2","Culture_3","Duree_3","Duree_rotation","Dist_Site","Nbre_site","xcoord","ycoord"
"877","SOG008","SOULANGES","SOG",1,"008","SOULANGES","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,1062,7,-8274121.665,5658882.063
"878","SOG009","SOULANGES","SOG",1,"009","SOULANGES","3-maïs-grain",NA,10,NA,NA,NA,NA,NA,NA,1112,7,-8273711.338,5658278.962
"879","SSC082","ST-PASCAL","SSC",1,"082","KAMOURASKA","6-autres","brocoli",12,NA,"maraicher",NA,NA,NA,NA,485,7,-7769199.907,6029679.89
"880","SSC083","ST-PASCAL","SSC",1,"083","KAMOURASKA","2-céréales",NA,1,NA,"maraicher",10,NA,NA,NA,532,7,-7769403.695,6029690.111
"881","SSC085","ST-PASCAL","SSC",1,"085","KAMOURASKA","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1076,7,-7769370.883,6029398.644
"882","SSC086","ST-PASCAL","SSC",1,"086","KAMOURASKA","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,765,7,-7769224.825,6029860.851
"883","SSE001","ST-SEBASTIEN","SSE",2,"001","MISSISQUOI","3-maïs-grain",NA,20,NA,NA,NA,NA,NA,NA,799,7,-8128929.66,5642187.805
"884","SSE002","ST-SEBASTIEN","SSE",2,"002","MISSISQUOI","3-maïs-grain",NA,10,NA,NA,NA,NA,NA,NA,909,7,-8135079.483,5647568.134
"885","SSE003","ST-SEBASTIEN","SSE",2,"003","MISSISQUOI","1-prairie",NA,8,"8-10 ans",NA,NA,NA,NA,NA,655,7,-8128424.187,5642865.464
"886","SSE004","ST-SEBASTIEN","SSE",2,"004","MISSISQUOI","1-prairie",NA,5,"5-6 ans",NA,NA,NA,NA,NA,538,7,-8147550.368,5634712.12
"887","SSL010","STE-ROSALIE","SSL",1,"010","SOULANGES","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,1191,7,-8272734.422,5665308.551
"888","SSL011","STE-ROSALIE","SSL",1,"011","SOULANGES","1-prairie","luzerne",4,NA,NA,NA,NA,NA,NA,1290,7,-8271904.127,5665889.454
"889","SSL012","STE-ROSALIE","SSL",1,"012","SOULANGES","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,1126,7,-8275171.482,5665812.099
"890","SSL019","STE-ROSALIE","SSL",1,"019","ST-JEAN","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,1192,7,-8167092.793,5668258.775
"891","SSL020","STE-ROSALIE","SSL",1,"020","ST-JEAN","1-prairie","luzerne",3,NA,"maïs",NA,NA,NA,NA,885,7,-8168127.67,5664190.394
"892","SSL032","STE-ROSALIE","SSL",1,"032","GATINEAU","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,19,7,-8464229.395,5703017.625
"893","SSL033","STE-ROSALIE","SSL",1,"033","GATINEAU","1-prairie",NA,12,NA,NA,NA,NA,NA,NA,81,7,-8464245.637,5704303.272
"894","SSL034","STE-ROSALIE","SSL",1,"034","GATINEAU","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,100,7,-8465708.452,5705332.934
"895","SSL035","STE-ROSALIE","SSL",1,"035","GATINEAU","5-maïs-ensilage",NA,8,NA,NA,NA,NA,NA,NA,46,7,-8462964.776,5704464.08
"896","SSL036","STE-ROSALIE","SSL",1,"036","GATINEAU","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,29,7,-8462822.929,5704559.214
"897","SSL037","STE-ROSALIE","SSL",1,"037","GATINEAU","5-maïs-ensilage",NA,NA,NA,NA,NA,NA,NA,NA,74,7,-8460436.936,5700924.678
"898","SSL038","STE-ROSALIE","SSL",1,"038","JOLIETTE","1-prairie",NA,5,NA,"céréales",NA,NA,NA,NA,25,3,-8168635.11,5801582.298
"899","SSL042","STE-ROSALIE","SSL",1,"042","JOLIETTE","2-céréales",NA,6,NA,"maïs",NA,NA,NA,NA,113,7,-8169203.269,5802449.753
"900","SSL045","STE-ROSALIE","SSL",1,"045","JOLIETTE","3-maïs-grain",NA,2,NA,"céréales",6,NA,NA,NA,95,7,-8169492.22,5802603.548
"901","SSL13","STE-ROSALIE","SSL",1,"13","VERCHERES","3-maïs-grain",NA,8,"8-9 ans",NA,NA,NA,NA,NA,100,7,-8148480.553,5753054.068
"902","SSL14","STE-ROSALIE","SSL",1,"14","VERCHERES","1-prairie",NA,9,"8-10 ans",NA,NA,NA,NA,NA,154,7,-8148392.425,5753238.557
"903","SSL811","STE-ROSALIE","SSL",1,"811","VERCHERES","1-prairie",NA,8,NA,NA,NA,NA,NA,NA,129,7,-8149007.4,5752249.005
"904","SSL812","STE-ROSALIE","SSL",1,"812","VERCHERES","3-maïs-grain",NA,8,"8-9 ans",NA,NA,NA,NA,NA,139,7,-8149217.472,5752204.107
"905","SSL834","STE-ROSALIE","SSL",1,"834","JOLIETTE","2-céréales",NA,5,NA,"maïs",NA,NA,NA,NA,54,7,-8168167.944,5786513.411
"906","SSL835","STE-ROSALIE","SSL",1,"835","JOLIETTE","1-prairie",NA,4,NA,"céréales",NA,NA,NA,NA,53,7,-8168153.073,5785943.757
"907","SSL836","STE-ROSALIE","SSL",1,"836","JOLIETTE","3-maïs-grain",NA,2,NA,"prairie",4,NA,NA,NA,63,7,-8167408.112,5785137.94
"908","SSL837","STE-ROSALIE","SSL",1,"837","JOLIETTE","1-prairie",NA,4,NA,"céréales",1,NA,NA,NA,84,7,-8170344.324,5803054.498
"909","SSM032","ST-SAMUEL","SSM",2,"032","ARTHABASKA","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,657,7,-8030617.101,5800420.12
"910","SSM033","ST-SAMUEL","SSM",2,"033","ARTHABASKA","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,637,7,-8030570.302,5800683.158
"911","SSM039","ST-SAMUEL","SSM",2,"039","ARTHABASKA","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,1236,7,-8028815.265,5800469.562
"912","SSM040","ST-SAMUEL","SSM",2,"040","ARTHABASKA","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1425,7,-8029074.678,5799457.098
"913","SSM057","ST-SAMUEL","SSM",2,"057","ARTHABASKA","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,806,7,-8029857.632,5799868.681
"914","SSM058","ST-SAMUEL","SSM",2,"058","ARTHABASKA","2-céréales",NA,2,NA,NA,NA,NA,NA,NA,919,7,-8029769.576,5799577.436
"915","SSO003","STE-SOPHIE","SSO",2,"003","SHEFFORD","1-prairie","pâturage",7,NA,NA,NA,NA,NA,NA,1014,7,-8107244.995,5675967.961
"916","SSO004","STE-SOPHIE","SSO",2,"004","SHEFFORD","3-maïs-grain","Maïs-grain ou ensilage (selon les saisons)",10,NA,NA,NA,NA,NA,NA,1073,7,-8107899.283,5675867.503
"917","SSO010","STE-SOPHIE","SSO",2,"010","SHEFFORD","3-maïs-grain",NA,10,NA,NA,NA,NA,NA,NA,828,7,-8105625.071,5673313.567
"918","SSO011","STE-SOPHIE","SSO",2,"011","SHEFFORD","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,468,7,-8107169.543,5671449.66
"919","STE072","STE-MARIE","STE",3,"072","BEAUCE SUD","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,1227,7,-7912822.146,5851422.598
"920","STE076","STE-MARIE","STE",3,"076","BEAUCE SUD","2-céréales",NA,12,NA,NA,NA,NA,NA,NA,1247,7,-7885430.025,5810959.437
"921","STE078","STE-MARIE","STE",3,"078","BEAUCE SUD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,947,7,-7912450.095,5851171.445
"922","STE080","STE-MARIE","STE",3,"080","BEAUCE SUD","5-maïs-ensilage",NA,6,NA,NA,NA,NA,NA,NA,1301,7,-7884248.279,5778439.306
"923","STE081","STE-MARIE","STE",3,"081","BEAUCE SUD","5-maïs-ensilage",NA,6,NA,NA,NA,NA,NA,NA,733,7,-7883976.665,5778494.395
"924","STE084","STE-MARIE","STE",3,"084","BEAUCE SUD","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,1442,7,-7885883.744,5776589.615
"925","STE085","STE-MARIE","STE",3,"085","BEAUCE SUD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1587,7,-7885568.602,5780214.898
"926","STE086","STE-MARIE","STE",3,"086","BEAUCE SUD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1123,7,-7888076.673,5809709.575
"927","STE58","STE-MARIE","STE",3,"58","ARTHABASKA","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,431,7,-7994465.812,5775732.532
"928","STE60","STE-MARIE","STE",3,"60","ARTHABASKA","3-maïs-grain",NA,6,NA,NA,NA,NA,NA,NA,579,7,-7996867.58,5770478.292
"929","STE62","STE-MARIE","STE",3,"62","ARTHABASKA","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,543,7,-7994379.008,5776993.945
"930","STE68","STE-MARIE","STE",3,"68","ARTHABASKA","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,1108,7,-7987850.219,5763922.623
"931","STR042","ST-RAYMOND","STR",1,"042","PORTNEUF","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,152,7,-8001798.52,5924663.848
"932","STR043","ST-RAYMOND","STR",1,"043","PORTNEUF","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,545,7,-8002056.93,5923479.701
"933","STR044","ST-RAYMOND","STR",1,"044","PORTNEUF","5-maïs-ensilage",NA,NA,NA,NA,NA,NA,NA,NA,526,7,-8002001.453,5923664.189
"934","STR045","ST-RAYMOND","STR",1,"045","PORTNEUF","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,762,7,-8002489.05,5922890.577
"935","SUB020","ST-URBAIN","SUB",1,"020","VERCHERES","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,767,7,-8166453.929,5731598.669
"936","SUB021","ST-URBAIN","SUB",1,"021","VERCHERES","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,37,7,-8168335.623,5728208.592
"937","SUB023","ST-URBAIN","SUB",1,"023","CHAMBLY","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,23,7,-8168969.115,5707381.42
"938","SUB024","ST-URBAIN","SUB",1,"024","CHAMBLY","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,107,7,-8169861.54,5707705.955
"939","SUB025","ST-URBAIN","SUB",1,"025","VERCHERES","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,304,7,-8153865.026,5709048.345
"940","SUB040","ST-URBAIN","SUB",1,"040","ROUVILLE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,159,7,-8139028.553,5698463.257
"941","SUF005","SUFFIELD","SUF",1,"005","SHEFFORD","5-maïs-ensilage",NA,10,NA,NA,NA,NA,NA,NA,784,7,-8075792.474,5705716.185
"942","SUF014","SUFFIELD","SUF",1,"014","SHEFFORD","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,600,7,-8075835.095,5705186.218
"943","SUF016","SUFFIELD","SUF",1,"016","SHEFFORD","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,770,7,-8075884.397,5705038.57
"944","SUF022","SUFFIELD","SUF",1,"022","SHEFFORD","3-maïs-grain",NA,1,NA,"céréales",4,NA,NA,NA,516,7,-8069773.145,5703577.385
"945","SUF027","SUFFIELD","SUF",1,"027","SHEFFORD","2-céréales",NA,8,NA,NA,NA,NA,NA,NA,608,7,-8062524.957,5698686.273
"946","SUF030","SUFFIELD","SUF",1,"030","SHEFFORD","1-prairie",NA,4,NA,"céréales",1,"prairie",NA,NA,456,7,-8062360.443,5697744.996
"947","SUF031","SUFFIELD","SUF",1,"031","SHEFFORD","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,454,7,-8069492.005,5703858.965
"948","SVE47","SAVOIE","SVE",1,"47","ARTHABASKA","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,1284,7,-8022366.639,5775668.266
"949","SVE48","SAVOIE","SVE",1,"48","ARTHABASKA","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,883,7,-8024208.164,5774301.908
"950","SVE49","SAVOIE","SVE",1,"49","ARTHABASKA","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,1112,7,-8024059.716,5774556.856
"951","SVE51","SAVOIE","SVE",1,"51","ARTHABASKA","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,758,7,-8022970.405,5774877.113
"952","SYT001","ST-HYACINTHE","SYT",1,"001","ST-HYACINTHE","3-maïs-grain",NA,10,NA,NA,NA,NA,NA,NA,118,7,-8125031.51,5729021.812
"953","SYT002","ST-HYACINTHE","SYT",1,"002","ST-HYACINTHE","3-maïs-grain",NA,8,NA,NA,NA,NA,NA,NA,105,7,-8125722.658,5730162.762
"954","SYT003","ST-HYACINTHE","SYT",1,"003","ST-HYACINTHE","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,43,7,-8125304.491,5728592.585
"955","SYT006","ST-HYACINTHE","SYT",1,"006","ST-HYACINTHE","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,88,7,-8126020.084,5730194.998
"956","SYT027","ST-HYACINTHE","SYT",1,"027","ST-HYACINTHE","2-céréales","chiesel",NA,NA,NA,NA,NA,NA,NA,311,7,-8124978.627,5732877.509
"957","SYT028","ST-HYACINTHE","SYT",1,"028","ST-HYACINTHE","2-céréales","chiesel",4,NA,"prairie",2,NA,NA,NA,126,7,-8125218.024,5728883.853
"958","SZQ013","ST-ZOTIQUE","SZQ",1,"013","SOULANGES","3-maïs-grain",NA,15,NA,NA,NA,NA,NA,NA,685,7,-8257265.864,5676005.684
"959","SZQ014","ST-ZOTIQUE","SZQ",1,"014","SOULANGES","1-prairie","pâturage",4,NA,NA,NA,NA,NA,NA,600,7,-8258119.956,5675703.27
"960","SZQ019","ST-ZOTIQUE","SZQ",1,"019","SOULANGES","3-maïs-grain",NA,3,NA,"céréales",2,NA,NA,NA,840,7,-8255970.91,5676926.63
"961","SZQ020","ST-ZOTIQUE","SZQ",1,"020","SOULANGES","3-maïs-grain",NA,4,NA,"prairie",2,NA,NA,NA,802,7,-8259440.592,5675944.154
"962","SZQ021","ST-ZOTIQUE","SZQ",1,"021","SOULANGES","1-prairie",NA,8,NA,NA,NA,NA,NA,NA,977,7,-8253545.145,5680045.95
"963","TLL058","TAILLON","TLL",1,"058","CHICOUTIMI","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,798,7,-7916022.804,6159131.847
"964","TLL059","TAILLON","TLL",1,"059","CHICOUTIMI","1-prairie",NA,6,NA,"céréales",1,"prairie",5,NA,51,7,-7905313.705,6172544.396
"965","TLL075","TAILLON","TLL",1,"075","CHICOUTIMI","2-céréales",NA,12,NA,NA,NA,NA,NA,NA,434,7,-7905029.072,6173928.147
"966","TLL096","TAILLON","TLL",1,"096","CHICOUTIMI","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,545,7,-7905492.381,6172199.255
"967","TLL098","TAILLON","TLL",1,"098","CHICOUTIMI","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,571,7,-7900728.449,6172188.632
"968","TLY001","TILLY","TLY",1,"001","LEVIS","2-céréales","avoine",3,NA,NA,NA,NA,NA,NA,673,7,-7954528.714,5890702.755
"969","TLY002","TILLY","TLY",1,"002","LEVIS","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,837,7,-7954707.53,5890639.909
"970","TLY004","TILLY","TLY",1,"004","LOTBINIERE","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,715,7,-7958485.548,5887346.873
"971","TLY027","TILLY","TLY",1,"027","LEVIS","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,930,7,-7953848.909,5890472.024
"972","TMY064","TREMBLAY","TMY",3,"064","CHARLEVOIX","1-prairie",NA,8,NA,"céréales",NA,NA,NA,NA,91,7,-7818603.776,6041067.03
"973","TMY069","TREMBLAY","TMY",3,"069","CHARLEVOIX","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,518,7,-7824146.84,6024865.433
"974","UPD008","UPLANDS","UPD",2,"008","TERREBONNE","3-maïs-grain",NA,3,NA,"prairie",NA,NA,NA,NA,50,7,-8231632.106,5741140.102
"975","UPD009","UPLANDS","UPD",2,"009","TERREBONNE","3-maïs-grain",NA,2,NA,"prairie",NA,NA,NA,NA,573,7,-8232601.59,5740928.705
"976","UPD014","UPLANDS","UPD",2,"014","TERREBONNE","1-prairie",NA,3,NA,"céréales",NA,NA,NA,NA,35,7,-8216386.199,5748896.418
"977","UPD018","UPLANDS","UPD",2,"018","TERREBONNE","1-prairie",NA,5,NA,"céréales",NA,NA,NA,NA,638,7,-8231880.879,5741001.285
"978","UPD047","UPLANDS","UPD",2,"047","TERREBONNE","2-céréales",NA,4,NA,"prairie",NA,NA,NA,NA,558,7,-8230703.425,5747472.536
"979","UPD048","UPLANDS","UPD",2,"048","TERREBONNE","2-céréales",NA,2,NA,"maïs",NA,NA,NA,NA,741,7,-8232920.081,5740493.886
"980","VAR038","VALERE","VAR",2,"038","ARTHABASKA","3-maïs-grain",NA,7,NA,NA,NA,NA,NA,NA,1155,7,-8033569.182,5796679.099
"981","VAR056","VALERE","VAR",2,"056","MEGANTIC","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,1436,7,-7975511.875,5848086.544
"982","VAR064","VALERE","VAR",2,"064","MEGANTIC","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,1294,7,-7977701.187,5845724.063
"983","VAR069","VALERE","VAR",2,"069","ARTHABASKA","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,1399,7,-8045610.606,5768251.645
"984","VLI054","VALIN","VLI",1,"054","CHICOUTIMI","4-pommes de terre",NA,20,NA,NA,NA,NA,NA,NA,129,7,-7934101.464,6208670.13
"985","VLI055","VALIN","VLI",1,"055","CHICOUTIMI","4-pommes de terre",NA,20,NA,NA,NA,NA,NA,NA,142,7,-7934657.798,6205149.032
"986","VLI066","VALIN","VLI",1,"066","CHICOUTIMI","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,229,7,-7929904.509,6199406.67
"987","VUD002","VAUDREUIL","VUD",2,"002","SOULANGES","1-prairie","pâturage",15,NA,NA,NA,NA,NA,NA,377,7,-8261629.808,5682170.729
"988","VUD003","VAUDREUIL","VUD",2,"003","SOULANGES","5-maïs-ensilage",NA,3,NA,"prairie",3,NA,NA,NA,545,7,-8262101.947,5682113.465
"989","VUD022","VAUDREUIL","VUD",2,"022","SOULANGES","2-céréales","orge",5,NA,NA,NA,NA,NA,NA,958,7,-8254960.626,5680641.682
"990","VUD025","VAUDREUIL","VUD",2,"025","VAUDREUIL","3-maïs-grain",NA,4,NA,NA,NA,NA,NA,NA,688,7,-8253015.654,5682088.295
"991","VUD026","VAUDREUIL","VUD",2,"026","VAUDREUIL","1-prairie","pâturage",15,NA,NA,NA,NA,NA,NA,858,7,-8253286.527,5681449.233
"992","VUD027","VAUDREUIL","VUD",2,"027","SOULANGES","1-prairie",NA,8,NA,NA,NA,NA,NA,NA,954,7,-8254429.918,5680890.802
"993","WOI071","WOODBRIDGE","WOI",3,"071","BEAUCE SUD","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,778,7,-7912709.184,5851456.74
"994","WOI073","WOODBRIDGE","WOI",3,"073","BEAUCE SUD","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,1119,7,-7912925.976,5851013.202
"995","WOI074","WOODBRIDGE","WOI",3,"074","BEAUCE SUD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,627,7,-7912311.808,5851167.944
"996","WOI075","WOODBRIDGE","WOI",3,"075","BEAUCE SUD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,722,7,-7912416.652,5851268.69
"997","WOI077","WOODBRIDGE","WOI",3,"077","BEAUCE SUD","2-céréales",NA,12,NA,NA,NA,NA,NA,NA,838,7,-7885282.849,5811010.626
"998","WOI079","WOODBRIDGE","WOI",3,"079","BEAUCE SUD","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,508,7,-7884367.687,5810293.892
"999","WOI082","WOODBRIDGE","WOI",3,"082","BEAUCE SUD","5-maïs-ensilage",NA,12,NA,NA,NA,NA,NA,NA,977,7,-7900153.465,5799415.542
"1000","WOI083","WOODBRIDGE","WOI",3,"083","BEAUCE SUD","5-maïs-ensilage",NA,12,NA,NA,NA,NA,NA,NA,1077,7,-7900227.752,5799506.615
"1001","WOI61","WOODBRIDGE","WOI",3,"61","ARTHABASKA","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,624,7,-7994637.646,5776554.688
"1002","WOI63","WOODBRIDGE","WOI",3,"63","ARTHABASKA","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,205,7,-7995152.228,5777469.011
"1003","WOI64","WOODBRIDGE","WOI",3,"64","ARTHABASKA","3-maïs-grain",NA,7,NA,NA,NA,NA,NA,NA,803,7,-7997719.832,5770746.362
"1004","WOI66","WOODBRIDGE","WOI",3,"66","ARTHABASKA","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,592,7,-7994968.055,5765493.129
"1005","YAS005","YAMASKA","YAS",1,"005","SHEFFORD","3-maïs-grain",NA,10,NA,NA,NA,NA,NA,NA,858,7,-8097953.268,5715497.483
"1006","YAS006","YAMASKA","YAS",1,"006","SHEFFORD","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,785,7,-8098494.694,5715093.391
"1007","YAS007","YAMASKA","YAS",1,"007","SHEFFORD","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,785,7,-8098707.236,5712593.923
"1008","YAS008","YAMASKA","YAS",1,"008","SHEFFORD","3-maïs-grain",NA,15,NA,NA,NA,NA,NA,NA,970,7,-8098439.873,5713260.881
"1009","ZBB055","BABIN","ZBB",2,"055","GASPE SUD","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,464,7,-7283555.716,6114305.254
"1010","ZBB056","BABIN","ZBB",2,"056","GASPE SUD","1-prairie",NA,2,NA,NA,NA,NA,NA,NA,401,7,-7283833.852,6114402.44
"1011","ZBB057","BABIN","ZBB",2,"057","GASPE SUD","2-céréales",NA,1,NA,"pommes de terre",25,NA,NA,NA,409,7,-7283514.1,6114017.393
"1012","ZBB058","BABIN","ZBB",2,"058","GASPE SUD","4-pommes de terre",NA,15,NA,NA,NA,NA,NA,NA,748,7,-7283765.67,6114089.676
"1013","ZBS059","BAIE DES SABLES","ZBS",2,"059","MATANE","4-pommes de terre",NA,10,NA,NA,NA,NA,NA,NA,705,7,-7555996.323,6227748.036
"1014","ZBS060","BAIE DES SABLES","ZBS",2,"060","MATANE","4-pommes de terre",NA,12,NA,NA,NA,NA,NA,NA,523,7,-7555291.557,6228849.793
"1015","ZBS061","BAIE DES SABLES","ZBS",2,"061","MATANE","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,705,7,-7555517.03,6228676.093
"1016","ZBS062","BAIE DES SABLES","ZBS",2,"062","MATANE","1-prairie",NA,1,NA,NA,NA,NA,NA,NA,509,7,-7555868.211,6228269.662
"1017","ZBS068","BAIE DES SABLES","ZBS",2,"068","RIMOUSKI","5-maïs-ensilage",NA,7,NA,NA,NA,NA,NA,NA,562,7,-7602156.086,6198814.592
"1018","ZBS069","BAIE DES SABLES","ZBS",2,"069","RIMOUSKI","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,581,7,-7600114.025,6201227.835
"1019","ZHC051","HAUTCOEUR","ZHC",2,"051","GASPE SUD","4-pommes de terre",NA,6,NA,"céréales",NA,NA,NA,NA,21,7,-7193847.117,6167305.921
"1020","ZHC052","HAUTCOEUR","ZHC",2,"052","GASPE SUD","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,23,7,-7193917.909,6167331.14
"1021","ZHC053","HAUTCOEUR","ZHC",2,"053","GASPE SUD","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,5,7,-7193950.833,6167301.843
"1022","ZHC054","HAUTCOEUR","ZHC",2,"054","GASPE SUD","2-céréales",NA,1,NA,"pommes de terre",4,NA,NA,NA,53,7,-7196081.65,6166452.977
