"","IDEN3","SERIE","CANSIS","GROUPE","PARCELLE","COMTE","Culture_1","COMMENTA","Duree_1","Duree_1b","Culture_2","Duree_2","Culture_3","Duree_3","Duree_rotation","Dist_Site","Nbre_site","xcoord","ycoord"
"339","GEB045","GREENSBORO","GEB",3,"045","COMPTON","5-maïs-ensilage",NA,8,NA,NA,NA,NA,NA,NA,398,7,-7989546.668,5666991.819
"340","GEB047","GREENSBORO","GEB",3,"047","COMPTON","4-pommes de terre",NA,2,NA,"millet",1,NA,NA,NA,488,7,-7989907.297,5666450.356
"341","GEB053","GREENSBORO","GEB",3,"053","SHERBROOKE","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,508,7,-7989912.182,5666592.608
"342","GEB059","GREENSBORO","GEB",3,"059","STANSTEAD","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,427,7,-8007513.005,5665507.174
"343","GEB060","GREENSBORO","GEB",3,"060","STANSTEAD","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,845,7,-8007809.217,5664898.266
"344","GUI009","GUIGUES","GUI",1,"009","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8837744.254,5974670.699
"345","GUI013","GUIGUES","GUI",1,"013","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,148,7,-8835526.88,5974355.597
"346","GUI083","GUIGUES","GUI",1,"083","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8828145.042,5976581.604
"347","GUI097","GUIGUES","GUI",1,"097","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,16,7,-8837170.392,6005174.737
"348","GUR005","GUERIN","GUR",1,"005","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,74,7,-8834434.418,6015702.292
"349","GUR033","GUERIN","GUR",1,"033","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8842050.196,6045434.142
"350","GUR048","GUERIN","GUR",1,"048","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,103,7,-8834217.961,6028239.792
"351","GUR049","GUERIN","GUR",1,"049","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8840671.342,6049841.827
"352","GUR050","GUERIN","GUR",1,"050","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8842309.881,6048408.446
"353","GUR054","GUERIN","GUR",1,"054","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,89,7,-8850990.352,6040183.962
"354","GUR056","GUERIN","GUR",1,"056","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8842306.519,6048223.314
"355","GUR057","GUERIN","GUR",1,"057","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8832501.373,6031738.092
"356","GUR065","GUERIN","GUR",1,"065","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8840506.838,6045426.01
"357","GUR069","GUERIN","GUR",1,"069","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,15,7,-8843780.806,6042325.902
"358","GUR074","GUERIN","GUR",1,"074","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8834428.639,6016554.359
"359","GUR079","GUERIN","GUR",1,"079","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,110,7,-8832313.882,6015083.292
"360","GUR104","GUERIN","GUR",1,"104","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8833740.16,6031773.812
"361","GYN007","GUYENNE","GYN",1,"007","ROUYN-NORANDA","2-céréales",NA,2,NA,NA,NA,NA,NA,NA,633,7,-8810815.041,6117003.064
"362","GYN008","GUYENNE","GYN",1,"008","ROUYN-NORANDA","1-prairie",NA,3,NA,"céréales",2,NA,NA,NA,828,7,-8810940.888,6116489.808
"363","GYN034","GUYENNE","GYN",1,"034","ROUYN-NORANDA","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,338,7,-8804987.077,6109127.89
"364","GYN035","GUYENNE","GYN",1,"035","ROUYN-NORANDA","2-céréales","prairie en 1988",2,NA,"céréales",2,NA,NA,NA,1119,7,-8810551.875,6116591.83
"365","HBV047","HEBERTVILLE","HBV",1,"047","LAC ST-JEAN EST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,1146,7,-7975878.604,6186726.017
"366","HBV048","HEBERTVILLE","HBV",1,"048","LAC ST-JEAN EST","5-maïs-ensilage",NA,3,"3-4 ans",NA,NA,NA,NA,NA,1165,7,-7995813.316,6176389.246
"367","HBV049","HEBERTVILLE","HBV",1,"049","LAC ST-JEAN EST","5-maïs-ensilage",NA,3,"3-4 ans",NA,NA,NA,NA,NA,681,7,-7995893.007,6175944.451
"368","HBV050","HEBERTVILLE","HBV",1,"050","LAC ST-JEAN EST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,1014,7,-7975818.786,6174843.358
"369","HBV051","HEBERTVILLE","HBV",1,"051","LAC ST-JEAN EST","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,935,7,-7985022.901,6185383.855
"370","HBV053","HEBERTVILLE","HBV",1,"053","LAC ST-JEAN EST","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,1293,7,-7976821.296,6175121.048
"371","HFU052","HONFLEUR","HFU",2,"052","CHICOUTIMI","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,86,7,-7933671.192,6212012.088
"372","HFU053","HONFLEUR","HFU",2,"053","CHICOUTIMI","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,166,7,-7933611.294,6207251.43
"373","HFU065","HONFLEUR","HFU",2,"065","CHICOUTIMI","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,1341,7,-7929076.93,6199543.982
"374","HFU070","HONFLEUR","HFU",2,"070","CHICOUTIMI","1-prairie",NA,6,NA,"maïs",7,NA,NA,NA,80,7,-7896306.056,6156399.796
"375","HFU071","HONFLEUR","HFU",2,"071","CHICOUTIMI","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,801,7,-7897001.991,6157240.509
"376","HFU095","HONFLEUR","HFU",2,"095","CHICOUTIMI","2-céréales",NA,2,NA,NA,NA,NA,NA,NA,851,7,-7917014.868,6163289.59
"377","HIL066","HILARION","HIL",2,"066","CHARLEVOIX","2-céréales",NA,3,NA,"friche",NA,NA,NA,NA,562,7,-7818133.306,6042413.191
"378","HIL067","HILARION","HIL",2,"067","CHARLEVOIX","1-prairie",NA,10,NA,"céréales",NA,NA,NA,NA,668,7,-7817474.263,6041950.362
"379","HVL35","HENRYVILLE","HVL",1,"35","IBERVILLE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,81,7,-8149529.938,5638844.463
"380","HVL36","HENRYVILLE","HVL",1,"36","IBERVILLE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,173,7,-8148802.728,5639821.846
"381","HVL37","HENRYVILLE","HVL",1,"37","MISSISQUOI","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,104,7,-8160385.003,5627085.573
"382","HVL38","HENRYVILLE","HVL",1,"38","MISSISQUOI","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,125,7,-8159751.887,5627075.094
"383","HWC007","HOWICK","HWC",1,"007","CHATEAUGUAY","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,652,7,-8211527.582,5641717.907
"384","HWC008","HOWICK","HWC",1,"008","CHATEAUGUAY","5-maïs-ensilage",NA,6,NA,NA,NA,NA,NA,NA,719,7,-8222900.879,5647811.878
"385","HWC009","HOWICK","HWC",1,"009","CHATEAUGUAY","1-prairie",NA,13,NA,NA,NA,NA,NA,NA,505,7,-8222899.55,5648609.908
"386","HWC010","HOWICK","HWC",1,"010","CHATEAUGUAY","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,609,7,-8218345.038,5649223.277
"387","IRN063","IRENEE","IRN",2,"063","CHARLEVOIX","2-céréales",NA,8,NA,"prairie",NA,NA,NA,NA,700,7,-7818936.783,6041296.036
"388","IRN065","IRENEE","IRN",2,"065","CHARLEVOIX","1-prairie",NA,8,NA,"céréales",NA,NA,NA,NA,67,7,-7818746.234,6040968.24
"389","IVR005","IVRY","IVR",2,"005","PONTIAC","3-maïs-grain",NA,8,NA,NA,NA,NA,NA,NA,1334,7,-8497191.909,5718793.597
"390","IVR006","IVRY","IVR",2,"006","PONTIAC","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,64,7,-8497483.91,5717527.892
"391","IVR013","IVRY","IVR",2,"013","PONTIAC","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,129,7,-8517437.978,5720437.513
"392","IVR014","IVRY","IVR",2,"014","PONTIAC","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,182,7,-8497853.53,5717945.815
"393","IVR081","IVRY","IVR",2,"081","PORTNEUF","2-céréales",NA,8,NA,NA,NA,NA,NA,NA,87,7,-7973752.735,5913185.003
"394","IVR082","IVRY","IVR",2,"082","PORTNEUF","2-céréales",NA,8,NA,NA,NA,NA,NA,NA,88,7,-7973739.669,5913275.716
"395","JTT039","JOLIETTE","JTT",2,"039","MONTCALM","1-prairie",NA,5,"5-10 ans",NA,NA,NA,NA,NA,61,7,-8190416.29,5781312.45
"396","JTT040","JOLIETTE","JTT",2,"040","MONTCALM","2-céréales",NA,4,NA,"maïs",2,NA,NA,NA,32,7,-8187127.837,5780458.307
"397","JTT041","JOLIETTE","JTT",2,"041","MONTCALM","2-céréales",NA,4,NA,"friche",NA,NA,NA,NA,72,7,-8187937.283,5781843.767
"398","JTT043","JOLIETTE","JTT",2,"043","MONTCALM","3-maïs-grain",NA,2,NA,"prairie",2,"céréales",1,NA,35,7,-8187314.596,5780883.145
"399","JTT044","JOLIETTE","JTT",2,"044","MONTCALM","1-prairie",NA,30,NA,NA,NA,NA,NA,NA,11,7,-8187774.838,5781256.274
"400","JTT048","JOLIETTE","JTT",2,"048","MONTCALM","4-pommes de terre",NA,2,NA,"prairie",NA,NA,NA,NA,190,7,-8188302.334,5782311.772
"401","JTT054","JOLIETTE","JTT",2,"054","MONTCALM","4-pommes de terre",NA,2,NA,"céréales",1,NA,NA,NA,114,7,-8199244.962,5785648.977
"402","JTT055","JOLIETTE","JTT",2,"055","MONTCALM","3-maïs-grain",NA,2,NA,"prairie",NA,NA,NA,NA,84,7,-8195479.564,5783162.045
"403","KGM017","KENOGAMI","KGM",1,"017","LAC ST-JEAN OUEST","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,32,7,-8081565.839,6218733.531
"404","KGM025","KENOGAMI","KGM",1,"025","LAC ST-JEAN OUEST","5-maïs-ensilage",NA,3,NA,NA,NA,NA,NA,NA,34,7,-8070529.568,6215234.541
"405","KGM035","KENOGAMI","KGM",1,"035","LAC ST-JEAN OUEST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,29,7,-8084762.352,6224991.668
"406","KGM038","KENOGAMI","KGM",1,"038","LAC ST-JEAN OUEST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,829,7,-8073174.691,6220457.821
"407","KGM064","KENOGAMI","KGM",1,"064","LAC ST-JEAN OUEST","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,52,7,-8085105.635,6224945.648
"408","KGM070","KENOGAMI","KGM",1,"070","LAC ST-JEAN OUEST","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,52,7,-8084991.806,6225029.929
"409","KRK009","KAMOURASKA","KRK",1,"009","LEVIS","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,929,7,-7919985.637,5904173.569
"410","KRK010","KAMOURASKA","KRK",1,"010","LEVIS","2-céréales",NA,2,NA,"maïs 3-4",3,NA,NA,NA,1442,7,-7915020.764,5902710.017
"411","KRK027","KAMOURASKA","KRK",1,"027","BELLECHASSE","5-maïs-ensilage",NA,4,NA,"prairie",3,NA,NA,NA,508,7,-7885639.413,5917945.628
"412","KRK028","KAMOURASKA","KRK",1,"028","BELLECHASSE","1-prairie",NA,3,NA,"maïs",3,NA,NA,NA,479,7,-7886457.543,5917647.903
"413","KRK029","KAMOURASKA","KRK",1,"029","BELLECHASSE","5-maïs-ensilage",NA,3,NA,"prairie",3,NA,NA,NA,455,7,-7890717.243,5913465.369
"414","KRK030","KAMOURASKA","KRK",1,"030","BELLECHASSE","1-prairie",NA,3,"3-4 ans",NA,NA,NA,NA,NA,964,7,-7890424.716,5913207.722
"415","KWT033","KNOWLTON","KWT",2,"033","MISSISQUOI","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,500,7,-8091621.337,5653309.22
"416","KWT034","KNOWLTON","KWT",2,"034","MISSISQUOI","3-maïs-grain",NA,2,NA,"prairie",4,"maïs",NA,NA,874,7,-8091695.536,5653250.978
"417","KWT037","KNOWLTON","KWT",2,"037","MISSISQUOI","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,524,7,-8091835.172,5653266.601
"418","KWT038","KNOWLTON","KWT",2,"038","MISSISQUOI","1-prairie",NA,8,NA,NA,NA,NA,NA,NA,195,7,-8092310.081,5653223.295
"419","LBR055","LABARRE","LBR",1,"055","LAC ST-JEAN OUEST","2-céréales",NA,4,NA,NA,NA,NA,NA,NA,1095,7,-8081146.666,6221033.893
"420","LBR056","LABARRE","LBR",1,"056","LAC ST-JEAN OUEST","1-prairie",NA,4,"4-5 ans",NA,NA,NA,NA,NA,1318,7,-8079658.625,6219366.472
"421","LBR057","LABARRE","LBR",1,"057","LAC ST-JEAN OUEST","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1174,7,-8081418.634,6221163.303
"422","LBR058","LABARRE","LBR",1,"058","LAC ST-JEAN OUEST","2-céréales",NA,5,"5-6 ans",NA,NA,NA,NA,NA,932,7,-8080274.243,6219916.867
"423","LHU008","LACHUTE","LHU",1,"008","GATINEAU","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,692,7,-8453728.112,5816798.578
"424","LHU009","LACHUTE","LHU",1,"009","GATINEAU","3-maïs-grain",NA,8,NA,NA,NA,NA,NA,NA,59,7,-8454020.986,5817044.504
"425","LHU019","LACHUTE","LHU",1,"019","ARGENTEUIL","1-prairie",NA,25,NA,NA,NA,NA,NA,NA,141,7,-8285186.527,5723261.41
"426","LHU020","LACHUTE","LHU",1,"020","GATINEAU","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,101,7,-8453185.403,5814481.458
"427","LHU056","LACHUTE","LHU",1,"056","CHAMPLAIN","2-céréales",NA,8,NA,"prairie",NA,NA,NA,NA,141,7,-8056701.21,5868727.518
"428","LHU057","LACHUTE","LHU",1,"057","CHAMPLAIN","2-céréales",NA,8,NA,"prairie",NA,NA,NA,NA,114,7,-8056388.321,5868804.872
"429","LLB068","LA MALBAIE","LLB",1,"068","CHARLEVOIX","1-prairie",NA,NA,NA,"céréales",NA,NA,NA,NA,964,7,-7812827.857,6057229.835
"430","LLB070","LA MALBAIE","LLB",1,"070","CHARLEVOIX","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,1202,7,-7812599.277,6057252.477
"431","LOI006","LANORAIE","LOI",2,"006","BERTHIER","4-pommes de terre",NA,2,NA,"céréales",NA,NA,NA,NA,99,7,-8159915.599,5764889.6
"432","LOI010","LANORAIE","LOI",2,"010","BERTHIER","4-pommes de terre",NA,2,NA,"friche",NA,NA,NA,NA,112,7,-8161336.498,5765833.707
"433","LOI023","LANORAIE","LOI",2,"023","ST-MAURICE","5-maïs-ensilage",NA,NA,NA,NA,NA,NA,NA,NA,735,7,-8105135.505,5849587.916
"434","LOI024","LANORAIE","LOI",2,"024","ST-MAURICE","5-maïs-ensilage",NA,3,NA,"prairie",NA,NA,NA,NA,73,7,-8095943.148,5843230.339
"435","LOI027","LANORAIE","LOI",2,"027","BERTHIER","6-autres","tabac",1,NA,"céréales",1,NA,NA,NA,56,7,-8162154.678,5766259.167
"436","LOI031","LANORAIE","LOI",2,"031","BERTHIER","6-autres","tabac",1,NA,"céréales",1,NA,NA,NA,40,7,-8159023.287,5766309.393
"437","LOI033","LANORAIE","LOI",2,"033","CHAMPLAIN","6-autres","friche",NA,NA,NA,NA,NA,NA,NA,56,7,-8086920.843,5844969.001
"438","LOI034","LANORAIE","LOI",2,"034","CHAMPLAIN","6-autres","friche",NA,NA,NA,NA,NA,NA,NA,53,7,-8086949.393,5847142.33
"439","LOI040","LANORAIE","LOI",2,"040","CHAMPLAIN","1-prairie",NA,3,NA,"pommes de terre",NA,NA,NA,NA,1218,7,-8092497.012,5853091.068
"440","LOI041","LANORAIE","LOI",2,"041","ST-MAURICE","1-prairie",NA,5,NA,"maïs",NA,NA,NA,NA,122,7,-8109682.328,5855885.77
"441","LOU025","LOUTRE","LOU",1,"025","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8840705.878,6026448.933
"442","LOU041","LOUTRE","LOU",1,"041","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,71,7,-8837639.005,6021568.567
"443","LOU078","LOUTRE","LOU",1,"078","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,104,7,-8833744.381,6017257.041
"444","LOU099","LOUTRE","LOU",1,"099","TEMISCAMINGUE","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,34,7,-8836261.369,6017463.181
"445","LOU101","LOUTRE","LOU",1,"101","TEMISCAMINGUE","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,83,7,-8836052.415,6020480.53
"446","LPC031","LA POCATIERE","LPC",1,"031","BELLECHASSE","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,620,7,-7891741.883,5914540.298
"447","LPC032","LA POCATIERE","LPC",1,"032","BELLECHASSE","2-céréales",NA,7,NA,NA,NA,NA,NA,NA,438,7,-7889060.032,5917892.732
"448","LPC033","LA POCATIERE","LPC",1,"033","BELLECHASSE","2-céréales",NA,10,NA,NA,NA,NA,NA,NA,716,7,-7882619.445,5923053.948
"449","LPC034","LA POCATIERE","LPC",1,"034","BELLECHASSE","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,797,7,-7882063.264,5921859.9
"450","LPC035","LA POCATIERE","LPC",1,"035","BELLECHASSE","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,647,7,-7882426.288,5923085.805
"451","LPI004","LAPLAINE","LPI",1,"004","L'ASSOMPTION","1-prairie",NA,5,NA,"céréales",NA,NA,NA,NA,373,7,-8171371.44,5756932.149
"452","LPI006","LAPLAINE","LPI",1,"006","L'ASSOMPTION","3-maïs-grain",NA,7,NA,"sarrasin",2,NA,NA,NA,25,7,-8171447.946,5756833.957
"453","LPI007","LAPLAINE","LPI",1,"007","L'ASSOMPTION","1-prairie",NA,3,NA,"céréales",1,"maïs",4,NA,624,7,-8177598.315,5752396.11
"454","LPI015","LAPLAINE","LPI",1,"015","TERREBONNE","3-maïs-grain",NA,2,NA,"prairie",NA,NA,NA,NA,424,7,-8215116.886,5748329.786
"455","LPI046","LAPLAINE","LPI",1,"046","TERREBONNE","2-céréales",NA,5,NA,"prairie",NA,NA,NA,NA,581,7,-8214925.661,5748975.565
"456","LPI049","LAPLAINE","LPI",1,"049","L'ASSOMPTION","2-céréales",NA,5,NA,"maïs",NA,NA,NA,NA,643,7,-8177851.156,5752320.135
"457","LPO050","LAPOINTE","LPO",2,"050","CHICOUTIMI","4-pommes de terre",NA,8,NA,NA,NA,NA,NA,NA,75,7,-7933842.225,6205832.522
"458","LPO051","LAPOINTE","LPO",2,"051","CHICOUTIMI","4-pommes de terre",NA,NA,NA,NA,NA,NA,NA,NA,103,7,-7935572.56,6202142.303
"459","LPO067","LAPOINTE","LPO",2,"067","CHICOUTIMI","1-prairie",NA,20,NA,NA,NA,NA,NA,NA,31,7,-7920937.698,6215190.951
"460","LPO068","LAPOINTE","LPO",2,"068","CHICOUTIMI","1-prairie",NA,2,NA,"céréales",1,"prairie",10,NA,28,7,-7931574.361,6189531.908
"461","LVD01","LEVRARD","LVD",1,"01","NICOLET","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,955,7,-8072052.831,5810498.313
"462","LVD02","LEVRARD","LVD",1,"02","NICOLET","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,798,7,-8071781.959,5810396.024
"463","LVD03","LEVRARD","LVD",1,"03","NICOLET","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,784,7,-8072926.741,5811530.902
"464","LVD04","LEVRARD","LVD",1,"04","NICOLET","1-prairie",NA,7,"7-8 ans",NA,NA,NA,NA,NA,1034,7,-8068925.047,5814273.353
"465","MAM003","MACAMIC","MAM",1,"003","ABITIBI OUEST","1-prairie",NA,4,"3-5 ans",NA,NA,NA,NA,NA,898,7,-8834336.631,6252308.594
"466","MAM004","MACAMIC","MAM",1,"004","ABITIBI OUEST","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,1565,7,-8846607.899,6233125.051
"467","MAM009","MACAMIC","MAM",1,"009","ABITIBI OUEST","1-prairie",NA,2,NA,"céréales",6,NA,NA,NA,457,7,-8836367.349,6237125.586
"468","MAM014","MACAMIC","MAM",1,"014","ABITIBI OUEST","1-prairie",NA,4,"3-6 ans",NA,NA,NA,NA,NA,484,7,-8807705.352,6209104.848
"469","MAM017","MACAMIC","MAM",1,"017","ABITIBI OUEST","1-prairie",NA,7,"6-8 ans",NA,NA,NA,NA,NA,763,7,-8828087.355,6210297.415
"470","MAM021","MACAMIC","MAM",1,"021","ABITIBI OUEST","2-céréales",NA,7,NA,NA,NA,NA,NA,NA,977,7,-8836645.192,6237732.613
"471","MAM031","MACAMIC","MAM",1,"031","ABITIBI OUEST","2-céréales",NA,2,NA,NA,NA,NA,NA,NA,360,7,-8821877.579,6219051.667
"472","MBY006","MILBY","MBY",1,"006","SHEFFORD","1-prairie",NA,8,NA,NA,NA,NA,NA,NA,730,7,-8051521.453,5700597.756
"473","MBY010","MILBY","MBY",1,"010","SHERBROOKE","2-céréales",NA,4,NA,"maïs",NA,NA,NA,NA,1222,7,-7995071.443,5654579.402
"474","MBY012","MILBY","MBY",1,"012","SHERBROOKE","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,884,7,-7994747.567,5651675.44
"475","MBY032","MILBY","MBY",1,"032","SHEFFORD","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,1084,7,-8069970.844,5703622.83
"476","MBY035","MILBY","MBY",1,"035","SHEFFORD","2-céréales",NA,8,NA,NA,NA,NA,NA,NA,539,7,-8063021.953,5698697.331
"477","MBY036","MILBY","MBY",1,"036","SHEFFORD","1-prairie","luzerne",2,NA,"prairie",NA,NA,NA,NA,481,7,-8063054.144,5698498.074
"478","MBY042","MILBY","MBY",1,"042","SHEFFORD","3-maïs-grain",NA,2,NA,"céréales",7,NA,NA,NA,621,7,-8070387.389,5703736.424
"479","MBY046","MILBY","MBY",1,"046","SHERBROOKE","2-céréales",NA,1,NA,"fraises",10,NA,NA,NA,970,7,-7999856.101,5675499.122
"480","MBY051","MILBY","MBY",1,"051","SHERBROOKE","2-céréales",NA,10,NA,NA,NA,NA,NA,NA,789,7,-8000555.694,5674508.813
"481","MBY054","MILBY","MBY",1,"054","SHERBROOKE","1-prairie","luzerne",3,NA,"prairie",6,NA,NA,NA,572,7,-7999747.09,5674714.88
"482","MBY062","MILBY","MBY",1,"062","SHERBROOKE","3-maïs-grain",NA,2,NA,"poireaux",1,"fraises",10,NA,656,7,-7999347.092,5675169.032
"483","MEL010","MELANCON","MEL",1,"010","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8839163.879,5978580.063
"484","MEL031","MELANCON","MEL",1,"031","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8833705.707,6028604.187
"485","MEL059","MELANCON","MEL",1,"059","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8850173.412,6036403.029
"486","MEL080","MELANCON","MEL",1,"080","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,121,7,-8831660.516,6014940.006
"487","MGO046","MAGOG","MGO",3,"046","COMPTON","4-pommes de terre",NA,1,NA,"prairie",1,NA,NA,NA,785,7,-7968186.641,5689107.271
"488","MGO048","MAGOG","MGO",3,"048","COMPTON","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,493,7,-7967372.391,5688882.584
"489","MGO049","MAGOG","MGO",3,"049","RICHMOND","3-maïs-grain",NA,4,NA,NA,NA,NA,NA,NA,748,7,-8006450.762,5712815.971
"490","MGO051","MAGOG","MGO",3,"051","RICHMOND","5-maïs-ensilage",NA,3,NA,NA,NA,NA,NA,NA,631,7,-7993627.414,5729498.619
"491","MGO052","MAGOG","MGO",3,"052","RICHMOND","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,623,7,-7993715.73,5729571.316
"492","MGO055","MAGOG","MGO",3,"055","RICHMOND","1-prairie",NA,5,NA,"maïs",NA,NA,NA,NA,83,7,-8006303.893,5713093.343
"493","MGO065","MAGOG","MGO",3,"065","COMPTON","4-pommes de terre",NA,15,NA,"avoine",1,NA,NA,TRUE,543,7,-7966922.037,5688338.194
"494","MGO070","MAGOG","MGO",3,"070","RICHMOND","2-céréales",NA,3,NA,"prairie",NA,NA,NA,NA,596,7,-7998799.504,5732234.979
"495","MGO071","MAGOG","MGO",3,"071","RICHMOND","2-céréales",NA,7,NA,NA,NA,NA,NA,NA,1104,7,-7995133.816,5730639.989
"496","MGY047","MONTMAGNY","MGY",1,"047","MONTMAGNY","1-prairie",NA,4,NA,"maïs",4,NA,NA,NA,711,7,-7855330.063,5934200.064
"497","MGY048","MONTMAGNY","MGY",1,"048","MONTMAGNY","5-maïs-ensilage",NA,2,NA,"céréales",2,"maïs",3,NA,467,7,-7854440.557,5934136.978
"498","MGY049","MONTMAGNY","MGY",1,"049","MONTMAGNY","5-maïs-ensilage",NA,2,NA,"céréales",2,"maïs",3,NA,633,7,-7855069.789,5934745.859
"499","MGY050","MONTMAGNY","MGY",1,"050","MONTMAGNY","2-céréales",NA,7,NA,NA,NA,NA,NA,NA,701,7,-7856857.919,5938324.28
"500","MGY072","MONTMAGNY","MGY",1,"072","MONTMAGNY","2-céréales",NA,7,NA,NA,NA,NA,NA,NA,795,7,-7855069.979,5939950.594
"501","MGY073","MONTMAGNY","MGY",1,"073","MONTMAGNY","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,691,7,-7855119.77,5933918.706
"502","MII065","MITIS","MII",2,"065","RIMOUSKI","1-prairie",NA,1,NA,"pommes de terre",5,NA,NA,NA,490,7,-7599915.845,6205706.441
"503","MII066","MITIS","MII",2,"066","RIMOUSKI","4-pommes de terre",NA,4,NA,"prairie",NA,NA,NA,NA,462,7,-7600033.372,6205540.722
"504","MII067","MITIS","MII",2,"067","RIMOUSKI","1-prairie",NA,3,NA,"pommes de terre",NA,NA,NA,NA,226,7,-7600195.252,6205522.864
"505","MII076","MITIS","MII",2,"076","MATANE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,277,7,-7600320.219,6205481.752
"506","MII077","MITIS","MII",2,"077","RIMOUSKI","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,412,7,-7602435.944,6204352.419
"507","MII078","MITIS","MII",2,"078","RIMOUSKI","1-prairie","luzerne",6,NA,"luzerne",NA,NA,NA,NA,463,7,-7607698.266,6199601.842
